"PIDN","Ca","P","pH","SOC","Sand"
"3QG0z6fl",-0.433267459600424,-0.298226473697804,-1.26346515613443,-0.408109433883245,0.865590080395565
"3WS8R9qm",-0.250118859763921,0.418492894986341,-0.44864244596826,2.32753589176543,-0.684992350566238
"3fRLm8f5",-0.364244989986881,-0.0679125771549672,-0.370366358318509,-0.191638253972899,0.159947002807975
"3mZhp1nQ",-0.640314126783032,0.333483196251,-0.0854841571687629,-0.738933358663015,0.939350184449525
"3pikJXRL",-0.318922241101598,-0.189531744173082,-1.00031424554897,0.414183076363363,-0.619287048868531
"3pxOEGHL",-0.371928132665233,-0.272610801524525,-0.58370702743745,-0.689997361751568,0.643799230978882
"3ttdV3f5",0.0951519879870609,1.34569926938912,-0.476223092170782,-0.415810529398938,-0.0287165645261456
"3v4X6Mfe",0.678920460644163,0.172299422698401,1.85810790720038,-0.4982640896908,0.0887803003489846
"3wORuPiv",-0.585498585401663,-0.087351511772436,-0.238312893381897,-0.470248736148575,-0.842803828682187
"43EfrxZj",0.00149662570653829,0.0495171216704639,-0.103210017123457,0.10502099754808,-0.576433964770721
"457Vwm21",-0.178948516527645,-0.102364746500274,0.271925729294834,0.410081807500354,-0.369301135185417
"46KNnOdx",-0.499858766220152,0.336709951574988,-1.02444082836207,-0.13423592977801,-0.178459335649573
"47TwNsVC",-0.414801654832559,-0.0750589971802554,-0.968044091590333,1.20275226100016,-0.62911649313689
"49856RpO",-0.386526919426149,-0.108220531089667,-0.597690874848545,-0.39678367569234,-0.699100039834651
"4Ane1o2N",-0.421844299236481,-0.271594743803561,0.00619502553524736,-0.392091879608488,-0.0805096762405108
"4AyVUgSc",-0.355825150690137,-0.0021645440254162,-1.09828777339854,-0.727145289978165,-0.256409975558978
"4B1951On",-0.114586272858695,0.141286918681048,0.0413684056142984,-0.173864269004331,0.347870071513874
"4OL39Teo",-0.0203576436754665,0.275066104596415,-0.0597759535038149,0.197958410426479,-0.31524841775449
"4eQ90eLY",-0.0549030803668993,0.420783849422296,0.121032354979976,0.297061978382097,-0.224347607526283
"4o5jwMj8",-0.286905047490235,-0.298851046409169,-0.553447000098378,-0.678238590766247,0.268959978061702
"4vPgpl2c",-0.5331373676841,-0.263758611110249,-0.140922058929674,-0.661806850487693,0.501672470473156
"51r9aA0d",-0.3051019812943,-0.0889567972874413,-0.417312555081229,-1.11450462661596,-0.251244360345235
"58SmeRoP",-0.024136764240409,0.65117196144723,0.447024311415063,-0.0412973552059333,-0.207550263622648
"5HJp1AXn",-0.25037008742496,-0.154882612708093,-0.711978788528553,0.638855651467057,-0.363042769428789
"5MBZW7fx",-0.155681512652602,-0.227929404403686,0.99362890382505,-0.69140292165366,-0.205625643893663
"5Nq3gHaP",0.207242541718379,0.866494060707244,0.047029348347658,0.647602192293237,-0.196414539298109
"5RmwFFK3",0.526148990284697,0.251099246085735,-0.0668432904654033,0.0321630331313467,-1.45859623624072
"5Tu5Jbov",-0.60077684825978,-0.246119746286281,0.0446995024154839,-0.241703691104661,-0.387218662971602
"5YEolkev",-0.301991684157168,-0.291336149309866,0.222172045389005,-0.417658302043694,-0.448556788126013
"5a8sf6QV",-0.0182633289136526,-0.204191361639056,0.339820880051531,0.135290699000872,-0.682785308632156
"5eSvmqYm",-0.394303568172564,0.301009661320447,0.770253275704004,-0.712727802599715,-0.137394461001848
"5hkN8fiv",-0.436663477792499,-0.397867900922923,-1.48441210557966,0.942397790470377,-0.766291859530669
"5oK8Gti5",-0.572455953248244,-0.0160314247148084,-0.643589585557306,-0.646751862764499,1.5813825635906
"5paniGaU",-0.380107606735737,-0.191504522062051,-1.04439775058419,-0.773160140472705,1.16398721870247
"5vsr7ZUP",0.697034700429103,-0.238261226631084,1.16124405118618,-0.193964848798437,-1.18595146002437
"60B4xMWI",-0.25822101488502,0.795228786165554,0.925378249900736,-0.685764625317487,0.787499684370751
"64jOUtKy",0.255938143959578,0.470812256119195,0.00611702616894051,1.86617171319276,-0.854699029590149
"6AJo4xNG",-0.453451200261147,-0.150704378604809,-0.505436470017597,-0.078922042495939,0.191585260969992
"6CAvhEte",-0.394010167944728,-0.318431726604496,-0.557607941363806,-0.406908375933305,0.789041224931903
"6CuGYjT5",3.03288909828052,0.184562924654681,1.43233887785492,0.806661838204441,-1.45186117986894
"6DGH8ujZ",-0.466819178879155,-0.385097060813918,-1.39819550467738,0.179113296739881,-0.580254973004959
"6PzsGdVm",-0.371336993688382,-0.278112043241019,-0.879097046882734,0.345038817248552,-0.481769991125425
"6UcSJMbq",-0.450715334878172,0.994285081077869,1.14219198321629,-1.15861390147847,0.567896128624821
"6WJbkH8U",1.27583211643575,-0.272869027014385,1.99350768652699,-0.242779004737487,-1.26041027197004
"6eUWsVzw",0.369973651781524,-0.416820339190674,0.933684587463469,-0.124958423464652,-0.684005857465506
"6gNyO7Do",0.11397883128451,-0.208806312703699,0.00961759574380233,0.417027134199277,-1.07788582401915
"6jT0AyHe",0.0951484163022969,-0.185997950222721,0.837943675608719,-0.000452852987343405,-1.2135079998257
"6nBgCvWu",-0.416239631594747,0.331617270240703,-0.589250144133942,-0.559943788633004,1.15151893209262
"6ro5mqg6",-0.189610486570059,-0.0183458789551212,0.157339245717034,-0.474304694972182,0.755460015666132
"6sGqObX4",-0.667778379368507,-0.337360427336132,-0.258618625932674,-0.462066847739486,-0.713414225776128
"6uEGy0n4",2.20240012982129,1.00457148240022,2.11670702155412,-0.352937292620515,-1.02337189717765
"7BZ4LxP8",-0.119543516815744,-0.306266068251807,0.427034543829759,-0.588267976325452,-0.509899311483265
"7CmigXKi",-0.344285718970889,-0.0910017214398667,-0.992393580225659,-0.551843244826333,0.54552907788211
"7Ga0LpfR",1.09660555485453,1.30675386345718,-0.137200585879335,2.93957763359122,-0.800388488929435
"7PQsFvsG",-0.422182074232568,-0.31968150718327,-1.93985163265251,1.1330854933727,-0.616239968870227
"7aF7nnwn",-0.409442622823949,-0.37056018887287,-1.26604979148989,-0.791319507279321,0.936714087715007
"7asGzfX9",-0.327844434339858,-0.221482784242257,-0.314980818745889,-0.668895292461774,-0.183194255079217
"7cg7C92o",-0.119704113433164,0.698443721521103,0.183024443050706,0.419013547527245,0.34673005720519
"7eOxTpsB",-0.215208543126105,-0.0610018323746315,0.288980817883233,-0.517178616018178,0.886431875555682
"7ey0v7ma",-0.467708691105143,-0.0521193964455011,-0.735468320343144,0.242358458226326,-1.10308206342434
"7gocyrYl",-0.231912030292159,-0.179736762119346,-0.366324178351555,0.560365199474539,-0.366854039801942
"7gqR3GoA",-0.294885410257527,-0.232300669644851,-0.368811633611477,-0.323901129405546,-0.647784192884173
"7og7aUXB",-0.239801394008636,-0.201337586980913,0.754748946761336,-0.433538037809377,-0.165554094715603
"7onRfa8F",-0.0538646435635102,-0.0428874533909888,0.524944513302752,-0.385444641218836,0.930168098881517
"7umkNuxM",-0.0854595073346365,-0.309479952960503,0.0703682980916257,0.505097899072568,-0.733554501304604
"7vPr9ExD",0.214501925240996,-0.0768518569657825,0.139478942002545,0.148983573411173,-0.897227141981321
"7zNjpCzu",-0.513980756020077,-0.273119479871007,-0.157868815311314,-0.115902975160899,-0.793496313260059
"7ztsQNj3",-0.579220460020459,-0.139234331794934,-0.332831788647261,-0.1385767377393,-0.502633491427187
"86gppwMI",-0.396988616425126,-0.104005834136847,-0.870613545416143,-0.390793697862303,0.945224347183548
"88thAGdL",-0.136591369989576,-0.0663684906481436,-0.68906122099847,-0.228706890122493,-0.171597348786848
"8GhU8STP",1.33460769063837,0.430969697542023,1.64015314404148,0.314100146209124,-1.10076970198069
"8NlzDcWe",-0.216921168980491,-0.247186025776879,-1.48718691826891,-0.731773668070103,-0.0683864429504177
"8QAejdLW",-0.0569306777770399,-0.215597172418711,-0.317709251499011,0.142714538394139,-0.992452120684758
"8RDeFxWM",-0.344059926603922,-0.171794328082183,-0.0604711802251111,-0.68877300209386,0.936055636352538
"8UXP2NBS",-0.532886599540676,-0.053744794010881,-0.62283115908093,-0.432519933466539,0.313131982343249
"8ZoV3KGT",-0.294616044501507,-0.211119386637159,0.0897168363808814,-0.488086984684538,-0.188215198045169
"8ajs2uG8",-0.447746355297991,-0.194651100974344,-0.63112285325602,-0.407884605622511,-0.635113556032254
"8bXnz62p",-0.31694122300831,1.31326312833172,0.0233703315290646,-0.0476351338727716,0.772035727043249
"8nO1O1LG",2.11671351018949,0.474337978544963,1.47941279473418,1.52561550696857,-0.764929612018457
"8xE1p8g8",-0.38314228946931,0.442277469344297,-0.380211045858916,-0.318177602803663,-0.366534218768294
"8yMDVMRM",-0.426496113263092,-0.334795401306004,-1.10779577194963,-0.408581651126192,-0.545135888888638
"98R5VaPi",0.312887011244665,0.383969464396709,2.27380697367,-0.796015343371785,1.13938082041768
"9DcTz2Ua",2.83121845320187,-0.0347835227896258,2.12406163159922,0.847187661307576,-1.05494062534384
"9G7nfUrK",-0.25685595312013,-0.151371654985824,-0.220063993941592,-0.912343759903679,1.13689241788099
"9O6GZ1HT",-0.20578472718093,0.568577104391433,1.26642736637502,-0.589978218046275,-0.314137795420523
"9S7fCoAM",-0.291223228929674,0.494094365423929,-0.136565459947272,-0.46920567736484,0.746874306220968
"9iQwmFJR",-0.390912979372242,-0.330139058881131,-0.313544336484409,-0.550629044713908,0.545991066180314
"A3Mt6SAQ",1.03545130646065,0.369933846658056,2.45636420020204,-0.937902734618689,0.513968700169946
"AJIsQIcV",-0.368518255662728,-0.240686206502338,-0.812212509579169,-0.349370307894758,0.763493471829517
"AMHKXMh8",1.97876234065947,0.878336371017484,1.77617553396439,-0.340938108624356,-1.09545550520814
"ASwA2J4E",-0.276886999695619,0.0395336554575855,0.198518609444554,-0.444632484032679,0.506753182777006
"AaFvEoHq",-0.170367235521017,-0.196092099052712,0.120038306739234,-0.763761300855936,1.28333999472912
"AiIPD6hX",-0.11159575032859,-0.150336765470444,-0.324178465662882,0.212890726100138,-0.385947546445616
"AsIURvJS",-0.39912810174939,-0.355665665916597,-0.455569626284839,0.931055488827012,-0.436859318496872
"AsvgbJ0C",-0.266554069768999,0.0199426831840771,-0.630938492244378,0.687322903994197,-0.377839257128036
"AxEhbkCM",-0.196480701339039,-0.102264524519734,-0.34707080367827,-0.427111154736361,-0.40364165092185
"B7VPkIpx",-0.692144806915657,-0.357969101194776,0.440968276899644,-0.944961849790447,0.638469994083125
"BBwHqHiH",-0.0517874565669903,0.0341244380131349,0.0131407059658714,-0.0962533086815361,-0.613237342116311
"BMyps8hr",-0.24556329380873,-0.120725496128321,-0.437225224067309,-0.375948761590569,-0.571593107685678
"BUHS4dQw",0.235142810390328,0.764959389914683,0.223058946202142,3.06445928542055,-0.950806572074195
"BZB3EYWQ",-0.292461434263955,-0.00320236987634818,-0.0254999480681347,-0.407788704319947,0.741802165833874
"C5UPCZcL",4.49164617619843,0.35879106192119,2.03108570826802,0.97501175362403,-1.17179904919917
"C5gIfQbJ",-0.336774421765751,0.180254644291163,-0.50779117333122,0.763538353563547,-0.95498488169412
"CDRuu4Pn",-0.370479191844935,-0.229461708553365,-0.290951389707325,-0.742228603988344,0.759079489595038
"CQhTYkqE",0.564030653603777,0.739861629024283,0.408843921224881,0.568929679696522,-1.6621561425655
"CSEobMXv",-0.332965233791385,0.411715456675152,-0.278496477168488,0.507767512874699,-0.610152030792459
"CYMQE4x0",0.0943093254302151,-0.231192354495843,0.927607956775643,-0.349940448674815,0.629648832354879
"ChQdtl4J",-0.564313597380893,0.207070750037385,0.373000141276901,-0.661697957406625,0.604234196558055
"ChnD1nrN",-0.286210399060239,-0.105373278176109,-1.0174140782857,-0.693815578242069,-0.421216147093118
"CvtbbIcq",0.811397087534679,-0.0199108849027283,1.73997607451594,-0.207128979813487,-0.174231885987922
"Cxk06b77",-0.188204562650102,0.462865566252667,0.46012846624822,-0.288341361350126,0.272740141757256
"D3QD3ZEJ",-0.142099977517555,-0.291494112167627,0.336406979120047,0.21264636508233,-0.0768964430614605
"D8J5C6lA",0.733569719813873,0.647384727597386,1.01212188912436,-0.171717999338533,-1.14748018216179
"DCeQwYfT",-0.141778064120109,-0.32257153408619,-0.0749508127902433,0.116622691722162,-1.00971950230102
"DDEftkx3",-0.424334615836089,-0.0649239259240206,-0.951797002154814,-0.658025594697022,0.901239476332964
"DEwCfeDW",-0.511730082712584,0.758401273451074,-0.402906573077033,-0.263407069635078,0.844552961639779
"DMkIV4oL",-0.432654489640465,-0.165353366850285,-0.689290809352644,-0.642688022747775,0.401266005455743
"DnzGfbxS",-0.179516514452787,0.101067377511858,0.137019271597795,-0.00875732137700269,-0.802429916145255
"DoZxo6f6",-0.412188762442514,-0.297768893760647,0.103610557263719,-0.668304322324873,0.834999725629937
"DvhBPGIk",-0.388184503227124,-0.268805346400845,-0.309992892223968,-0.212303398639316,-0.37451622036462
"Dx7GoUcT",-0.448577874979633,0.29108977017637,-0.660780331974247,-0.666945483620098,1.29109455578067
"E5hIjohO",0.509212910802,0.116815332353613,0.253899061634871,1.11245834979895,-1.58558793307406
"E6x4XGHt",-0.561720401370919,-0.158804615266061,-0.57071128847803,-0.545205079668915,1.32608353509471
"EDEpAzh1",-0.345474110586318,-0.616655711633906,-0.356406476591214,-0.364895447662983,-0.760619244546576
"ETGudkQt",-0.328464862496159,-0.118315115621474,0.226686963683185,-0.629859454255122,0.859817178704652
"EUleKrLJ",2.15773036460135,-0.333173544234444,1.86076800523256,0.72564840443094,-0.810697142795458
"Ehw2Jz6s",-0.412296348898247,-0.00413509542916384,-0.527930350220049,-0.488156369431806,0.0612440502614889
"EjqzC4zH",-0.649909364125879,-0.125702471386379,-0.198477589483372,-0.70136816558214,0.61270709243582
"EkMZO3Qj",-0.615112937924933,-0.253087042552078,-0.105581476584486,-0.619842428283374,0.626537835628211
"EnoNXWvU",-0.464369026531362,0.880669655455229,1.2633798612716,-1.22813076299744,0.372867172815627
"Epv8ANwr",-0.222742842677352,-0.115762176047782,0.0209936135307787,0.575042362181788,-0.525185836642297
"Etro9j0B",-0.00126693930936954,0.993155455414338,0.145512406061358,-0.055074040610327,0.158063874465827
"F3MIZj76",-0.233659029263468,0.0764319799741849,-0.266229418351104,-0.093272344347159,-1.05814816757474
"FB8tU00K",-0.37120468204587,-0.147247500532768,-1.25209552059582,0.48977357440881,-0.65990839145456
"FLhxBGMK",0.269783457540533,-0.079120148589612,-0.20886840905152,0.598711034176706,-0.623498261024323
"FRreR8ka",-0.585748763217039,0.6648284336737,0.0947542859621765,-0.530485069728114,0.453944264260877
"FXne4oAV",0.514615039949835,0.552802687863272,1.2548697172103,-0.506460045691754,-0.559361905510909
"FaW764jk",-0.264823488701903,0.612586730493777,0.462693965184648,-0.479228233963823,0.524008730688608
"FeAbMXly",-0.463858064539484,-0.294650170595622,-1.13284972045507,-0.667957812427661,0.689635164566563
"FeudaFXn",2.07955251915873,1.28950156591401,2.08411356504537,-0.472644314629771,-1.28405815628144
"FldUmFeM",1.16751973209532,0.664870108151693,2.06307111470507,-0.964991223061752,0.423996063901234
"Fnv5tfAm",-0.755145326567552,-0.0773412748821101,-0.302453076684795,-0.231327990800241,-0.592740529761567
"FvrAd3Or",-0.406318654831949,0.00886883565772993,0.764365020117085,-0.728213335063473,1.08638821828751
"G48zHffi",0.0643157847745909,0.671540766940158,2.09620750084794,-0.53052079818024,1.07002213018339
"G76zCv5N",-0.414445684946149,-0.18736687581709,0.263328164027821,-0.400445355923994,0.172561782736506
"G7JGUdNf",0.234981307802428,-0.343115391706598,0.167862114443766,0.147157117200631,-0.578287276222903
"GCo6MONx",0.934887369221669,-0.199293890297809,1.58608354478057,0.596711338531272,-1.15373591034805
"GE0vbpVQ",-0.359843257822566,-0.101545094491651,-0.0015757528573753,-0.475548803998429,0.903604843657149
"GN0DfOqt",-0.242494781725986,-0.232675780061604,-0.275489660136861,-0.7448229233051,0.792348485557885
"GNsTAb1v",-0.520730688980935,0.0921109293544578,-0.0990772637312518,-0.171944366906838,-0.642257815224792
"GPwmO21z",-0.315146484683716,-0.243436371416569,-0.189609307027074,0.232066920197169,-0.683274030092321
"GQYpfLoh",0.549559604100804,1.00261467078277,-0.339633009483598,0.379798995940004,-1.20690260980737
"GR9knT8n",-0.477321523886637,-0.363155489923746,-1.83293212467607,0.864111379326414,-0.666665829201764
"GXtFFbZy",0.0813742727369126,0.428752995793843,0.833634836828044,-0.0525136303157829,0.0512860376409619
"GYvzvvFD",-0.551563401138374,-0.297069139787885,-1.15538110772668,-0.371760204458618,0.429828700958507
"GemPjTJ9",-0.357995726549073,-0.27650380171074,-1.5651798697721,0.30934175319823,-0.552867330819254
"GkLYRm1K",2.29177077622385,0.693039225928246,2.12561071726561,-0.221688618621834,-1.60493526110776
"GmlqP8eI",-0.0101370967784607,-0.255946716408074,-0.885141316601463,-0.475862154364487,-0.608418615648198
"GqkIrOvf",-0.36381040034836,-0.0376481012765872,-0.974214204259389,0.86308497689199,-0.718811246839051
"H0fsegPi",-0.570663104553132,-0.245635970824054,0.590581825334899,-0.651367315357935,0.752241521835935
"H4dHpJjU",2.31774820788438,0.35551936408191,1.70005496841135,0.763119551645995,-0.888421413013273
"H5QwJCuU",1.97420722347944,1.24150153472518,2.18631623340822,0.00951766932954362,-0.674746472155875
"H5uwmSZ0",-0.431915538223734,-0.126660567789915,-0.853952789914492,-0.577254291124193,0.630496942526396
"H8MtbVoL",0.241202553303787,-0.148404370273057,-0.597575922543484,-0.166365297422397,-0.513680084505638
"H9JrUYnp",-0.521936021233157,0.754935181252139,0.103028473318845,-0.33108153412725,0.449642037877395
"HHYmmHVk",-0.38273399297619,-0.135481576414916,-0.508246435081777,-0.82243509099945,1.2385316304408
"HJ5U4uqL",-0.494063850389616,-0.271209784343074,-1.15030911660437,-0.54141995373647,-0.276224518973118
"HNQxYc4w",-0.204500175710238,-0.345819845494699,-0.202369549948493,-0.488159250521532,-0.225476226780558
"HQYhKHZ8",-0.421443897845948,0.0854356890350958,-0.418428030811693,-0.32056594307588,-0.306523167727451
"HSCMx0MC",-0.381557523819184,-0.214602184067572,-0.0267813806560345,-0.669178281022637,0.95392258576463
"HXYuE0fx",2.72937751995908,0.23016268997755,1.77518944783831,0.271123480347367,-1.06107752342142
"HdKcxEWr",0.174777631504406,0.239889120343024,0.618594383032996,0.254771762692133,0.150906363720739
"HecW1iCC",-0.579152583357134,-0.0874615154727896,-0.161617159259608,-0.380291811571143,-0.542797898381648
"HpbKB8rv",-0.323045656405221,-0.0904204434942947,-1.56223538952761,0.988897807516538,-0.667837865336821
"HrkoYjCg",-0.0134433241090909,0.509770980650298,0.0590738967710052,0.813206571647315,-1.2049517783689
"I5P2uquT",-0.288441702652332,-0.046463703260122,-0.226350995418164,-0.267424889330542,0.593930232834815
"I94qkDM7",-0.49737477360238,-0.21518191297243,-1.3261149220855,-0.479867918356375,0.510204081507033
"I9sQbtt8",-0.317067553586686,-0.272449293094421,-1.46005791904269,2.09214163450333,-0.91563312539566
"IFxgw6ZX",-0.533883504038071,-0.22333284038903,-0.31161628525423,-0.361069617551101,-0.321025668834528
"IPPPSyoU",-0.545723897961577,-0.309144158423195,-1.1230272543777,-0.301218808349386,-1.0631022695664
"IQOYQubU",1.8461810344427,-0.196730613238704,1.64311657134716,0.118547742011584,-0.816050360339818
"IYNE2SxU",-0.647700793576088,-0.219683165063685,-0.18339113926161,0.0374163330104797,-0.0958638966264417
"IZRFk9kN",-0.154120963389834,0.0514848451603926,0.223920016517064,-0.428300769830293,-0.24615788261102
"Iaq3v0t3",1.24016006954276,0.358854289955688,2.35458243307039,-0.961545748741657,0.219174120011217
"IbVwu1t6",-0.507576942463269,-0.384557037221819,-1.45880202019098,-0.182509590296122,-0.594463985129433
"IcHKTLyo",0.323781204823365,0.307926418898887,-0.0822944534958969,0.0929837635053871,-0.964460082778358
"IpW80wVB",-0.291534766292669,-0.315483999224262,-0.523866668424532,-0.226361488335376,-0.462061090131858
"Itb0PYUV",2.07676225836121,0.311724531131889,1.70873953787897,1.09282948650477,-0.763040367350297
"J8fpSwS0",-0.194343746614497,-0.132014525092271,0.588751704653334,-0.648273341558327,1.24177238808642
"JE1SlbD0",0.815410774961331,0.607371031840323,0.878164958292079,1.99327636049294,-1.19179528008361
"JEB4McNb",1.22943055254344,-0.223310775804564,1.83871635353281,-0.11211980030658,-1.3525671655156
"JEE4QVeQ",-0.332565838957623,-0.0880516028755741,0.230044238895801,-0.341290116356414,-0.526115175846336
"JJSEU2VQ",-0.391546892246166,-0.0372325902180723,-0.930074905936618,-0.603525047770976,0.8255066637531
"JSsVriP2",-0.405822909445908,-0.2118451538233,1.35450019733672,-0.727576547525155,0.479425917280536
"JUvQNiOK",0.00345054957572899,0.328882257586994,0.198483291632401,-0.205306189237596,0.158016625619783
"JZbrRtm2",0.0190501830927125,0.525969650353534,1.82270722116343,-0.676791443652471,0.137508126700314
"JcE9G92B",-0.11250867046356,0.361350934650258,-0.101675370936081,0.296271019692024,-0.579127193820548
"JnNYpXHr",0.212509307647352,1.45359198369657,0.0594939008500003,1.68308000620098,-0.831150387874554
"JzpbnOtz",-0.303035647086992,-0.139426769250095,-0.551723492127403,-0.587290420026764,1.25406288924145
"JzzUhPQp",2.27795629791317,1.76911149110372,2.31261629134394,-0.0558270446676108,-1.77690877500344
"K05R8dQK",-0.128350523845505,0.0728704113180739,-0.851019228034443,0.348152398333212,-1.07223495647769
"K17pG2mG",-0.360057025207085,0.0574875716658265,0.972570566656038,-0.854139140824403,1.04454184573218
"K8BellUe",-0.230328390796967,-0.325080885617514,0.343406570251268,-0.242824477197652,-1.12308931277985
"KJ2eH6rr",-0.108135840941744,-0.290762843388363,0.656104835359719,-0.433098245982903,-0.311042273919893
"KJEJ6Glk",0.66907903776978,0.162747029596166,0.734127684507849,1.34944024927229,-1.22217342495929
"KSbO0oXS",0.307539181095008,1.71406799696255,0.0927659110587605,2.50571969382118,-1.17915325819233
"KXtvmd01",-0.342760181077956,-0.23205312061503,-0.149910708251125,-0.526559889489875,0.274724180151153
"KYiJqBuJ",0.0746037216378757,-0.0657116544367612,0.713627673391395,-0.62263660183593,-0.316048199712584
"KmbAyTcE",-0.288034608652008,0.0340813483938908,0.187377290547978,-0.935161872732964,-0.0486814992530894
"KnNyl3rV",-0.0115683173412792,-0.194302432956492,1.14781882904067,-0.405179458822056,1.05874985140304
"Kp2DG8TZ",-0.487052126982461,-0.162069732808005,0.35328660412574,-0.675372651433031,0.979723228755314
"KqQtKWs5",-0.43244787448585,-0.0642914084206512,-1.22810308109946,-0.613524351950264,0.224562818259544
"Ku27g63R",2.45831072898132,0.629009533554353,1.91806170693228,-0.522214526127231,-1.05750277774161
"L2aTVqDq",-0.452628261478956,-0.197704350593376,-1.48206128183198,0.961850129998396,-0.684984154236541
"L5jvq6G4",-0.354336423005011,0.0312413550018052,-1.18715995395348,-0.687951738119241,0.674615711944492
"L91hYVQl",-0.301325966072514,0.0210264957577937,-1.13708055629241,-0.875836677476877,-0.204962721748015
"LINAMlbA",-0.463290572662491,0.0411049498966169,-1.09040692552331,-0.0762045387219738,0.634068882401266
"LJoUNXSx",-0.479535665497793,-0.219294215914133,-1.69491872831554,0.146670478543657,-0.428545692506831
"LLtSiyWD",-0.403474888240435,-0.345434671523909,-0.0600757615872518,-0.560781095500977,-0.111603193631189
"LQJtV8kn",0.228109651202725,-0.222069334177474,0.117210563024667,0.0101293700616093,-1.06825921499818
"LW9uddw7",-0.350860192894394,0.0770329414712767,-0.809553973112611,1.09445899171393,-1.25653472590258
"LZ6sdBTR",0.892122230228699,0.619840803642982,1.06277755658155,0.143501713575206,-0.65552862118477
"La2Vhnne",0.285414996609923,0.440676311004754,-0.0187596863220359,1.38093148247984,-0.530102758667464
